beta,energy,magnet
0.34490,-1.23438,0.53125
0.34490,-1.14062,0.59375
0.34490,-1.10938,-0.56250
0.34490,-0.92188,0.31250
0.34490,-1.26562,-0.65625
0.35510,-1.07812,0.59375
0.35510,-1.35938,0.65625
0.35510,-1.45312,0.75000
0.35510,-1.32812,-0.62500
0.35510,-1.51562,-0.75000
0.35510,-1.14062,-0.53125
0.35510,-1.26562,0.62500
0.35510,-1.48438,0.78125
0.35510,-0.92188,-0.46875
0.36531,-1.32812,-0.71875
0.36531,-1.39062,0.68750
0.35510,-1.26562,-0.71875
0.36531,-0.45312,0.03125
0.36531,-0.76562,0.37500
0.36531,-1.26562,0.62500
0.36531,-1.32812,0.62500
0.36531,-0.98438,0.56250
0.36531,-1.14062,-0.62500
0.36531,-1.20312,-0.59375
0.37551,-1.42188,-0.68750
0.37551,-1.64062,-0.84375
0.37551,-1.23438,-0.62500
0.36531,-0.79688,-0.43750
0.37551,-1.32812,0.68750
0.37551,-1.35938,-0.71875
0.37551,-1.14062,-0.59375
0.37551,-0.98438,-0.50000
0.37551,-1.42188,-0.75000
0.38571,-1.51562,0.78125
0.37551,-0.79688,-0.43750
0.37551,-0.35938,0.15625
0.38571,-1.35938,0.75000
0.38571,-1.07812,-0.56250
0.38571,-0.85938,-0.43750
0.38571,-1.39062,0.65625
0.38571,-1.20312,-0.68750
0.38571,-1.64062,0.81250
0.38571,-1.39062,0.68750
0.38571,-1.20312,0.65625
0.38571,-1.14062,0.59375
0.39592,-1.67188,0.87500
0.39592,-1.17188,-0.65625
0.39592,-1.10938,-0.59375
0.39592,-1.29688,0.68750
0.39592,-1.10938,-0.68750
0.39592,-1.17188,-0.56250
0.39592,-1.26562,0.68750
0.39592,-1.64062,-0.81250
0.39592,-1.01562,-0.56250
0.39592,-1.04688,-0.56250
0.40612,-1.01562,0.46875
0.40612,-1.64062,-0.84375
0.40612,-1.39062,0.65625
0.40612,-1.60938,0.81250
0.40612,-1.54688,-0.78125
0.40612,-1.29688,0.65625
0.40612,-1.42188,-0.78125
0.40612,-1.48438,-0.81250
0.40612,-1.67188,0.87500
0.40612,-1.07812,-0.56250
0.41633,-1.64062,0.84375
0.41633,-1.54688,0.81250
0.41633,-1.42188,0.68750
0.41633,-1.14062,-0.65625
0.41633,-1.48438,-0.75000
0.41633,-1.51562,0.81250
0.41633,-1.32812,-0.71875
0.41633,-1.54688,0.81250
0.41633,-1.35938,-0.68750
0.41633,-1.17188,-0.71875
0.42653,-1.01562,-0.50000
0.42653,-1.64062,-0.84375
0.42653,-1.04688,-0.59375
0.42653,-1.39062,0.68750
0.42653,-1.23438,-0.65625
0.42653,-1.20312,-0.68750
0.42653,-1.14062,-0.59375
0.42653,-1.32812,-0.71875
0.42653,-1.35938,-0.68750
0.42653,-1.57812,-0.81250
0.43673,-1.57812,-0.81250
0.43673,-1.48438,-0.78125
0.43673,-1.14062,-0.56250
0.43673,-1.51562,-0.75000
0.43673,-1.35938,0.78125
0.43673,-1.10938,-0.56250
0.43673,-1.57812,-0.78125
0.43673,-1.54688,0.81250
0.43673,-1.51562,-0.78125
0.44694,-1.45312,0.78125
0.43673,-1.42188,-0.62500
0.44694,-1.32812,-0.71875
0.44694,-1.64062,-0.87500
0.44694,-1.45312,-0.78125
0.44694,-1.35938,-0.68750
0.44694,-1.45312,0.71875
0.44694,-1.70312,-0.87500
0.44694,-1.48438,-0.75000
0.45714,-1.23438,-0.62500
0.44694,-1.54688,-0.84375
0.45714,-1.82812,-0.93750
0.45714,-1.35938,-0.68750
0.45714,-1.23438,-0.71875
0.44694,-1.45312,-0.65625
0.45714,-1.79688,-0.93750
0.45714,-1.20312,-0.56250
0.45714,-1.54688,-0.81250
0.45714,-1.17188,-0.62500
0.45714,-1.73438,0.87500
0.45714,-1.67188,0.87500
0.46735,-1.45312,-0.71875
0.46735,-1.29688,-0.65625
0.46735,-1.82812,-0.93750
0.46735,-1.73438,-0.84375
0.46735,-1.64062,-0.84375
0.46735,-1.54688,-0.81250
0.46735,-1.60938,0.81250
0.46735,-1.85938,-0.93750
0.46735,-1.57812,-0.81250
0.47755,-1.42188,-0.75000
0.46735,-1.23438,-0.62500
0.47755,-1.73438,-0.90625
0.47755,-1.35938,-0.71875
0.47755,-1.48438,-0.81250
0.47755,-1.48438,-0.81250
0.47755,-1.57812,-0.78125
0.47755,-1.64062,-0.87500
0.47755,-1.42188,-0.71875
0.47755,-1.54688,-0.75000
0.47755,-1.39062,-0.68750
0.48776,-1.39062,-0.68750
0.48776,-1.67188,-0.87500
0.48776,-1.45312,0.75000
0.48776,-1.70312,-0.87500
0.48776,-1.60938,-0.81250
0.48776,-1.42188,0.75000
0.48776,-1.70312,-0.87500
0.48776,-1.79688,-0.93750
0.48776,-1.23438,0.65625
0.48776,-1.54688,-0.78125
0.49796,-1.70312,-0.87500
0.49796,-1.26562,-0.62500
0.49796,-1.89062,-0.96875
0.49796,-1.48438,-0.78125
0.49796,-1.14062,-0.56250
0.49796,-1.73438,-0.87500
0.49796,-1.70312,-0.87500
0.49796,-1.35938,0.71875
0.49796,-1.60938,-0.84375
0.50816,-1.48438,-0.78125
0.49796,-1.54688,-0.81250
0.50816,-1.51562,-0.71875
0.50816,-1.57812,-0.81250
0.50816,-1.29688,-0.65625
0.50816,-1.51562,-0.81250
0.50816,-1.76562,-0.87500
0.50816,-1.60938,0.84375
0.50816,-1.67188,-0.84375
0.50816,-1.42188,-0.68750
0.51837,-1.57812,-0.81250
0.50816,-1.51562,-0.78125
0.51837,-1.45312,-0.78125
0.51837,-1.35938,-0.71875
0.51837,-1.64062,-0.81250
0.51837,-1.45312,0.65625
0.51837,-1.82812,-0.93750
0.51837,-1.45312,-0.75000
0.51837,-1.70312,-0.90625
0.51837,-1.76562,-0.90625
0.51837,-1.79688,-0.90625
0.52857,-1.76562,-0.90625
0.52857,-1.67188,-0.84375
0.52857,-1.57812,0.84375
0.52857,-1.45312,-0.75000
0.52857,-1.70312,-0.87500
0.52857,-1.82812,-0.93750
0.52857,-1.51562,0.68750
0.52857,-1.48438,-0.78125
0.52857,-1.39062,-0.75000
0.52857,-1.79688,-0.93750
0.53878,-1.32812,-0.68750
0.53878,-1.79688,0.93750
0.53878,-1.57812,-0.84375
0.53878,-1.85938,0.93750
0.53878,-1.60938,-0.81250
0.53878,-1.95312,1.00000
0.53878,-1.89062,-0.96875
0.53878,-1.48438,-0.71875
0.53878,-1.64062,-0.87500
0.53878,-1.60938,-0.81250
0.54898,-1.64062,-0.84375
0.54898,-1.67188,-0.87500
0.54898,-1.57812,-0.78125
0.54898,-1.64062,-0.84375
0.54898,-1.67188,-0.87500
0.54898,-1.54688,0.81250
0.54898,-1.82812,-0.93750
0.54898,-1.57812,0.81250
0.55918,-1.73438,0.87500
0.54898,-1.70312,-0.87500
0.54898,-1.48438,-0.75000
0.55918,-1.82812,-0.93750
0.55918,-1.51562,0.78125
0.55918,-1.73438,-0.93750
0.55918,-1.64062,0.81250
0.55918,-1.67188,-0.84375
0.55918,-1.67188,0.84375
0.55918,-1.67188,-0.87500
0.55918,-1.85938,-0.96875
0.56939,-1.82812,-0.93750
0.56939,-1.57812,-0.78125
0.56939,-1.82812,-0.93750
0.56939,-1.76562,-0.90625
0.55918,-1.67188,-0.87500
0.56939,-1.70312,-0.87500
0.56939,-1.54688,-0.78125
0.56939,-1.89062,-0.96875
0.56939,-1.70312,-0.87500
0.56939,-1.89062,-0.96875
0.57959,-1.45312,-0.71875
0.57959,-1.95312,-1.00000
0.57959,-1.57812,-0.81250
0.57959,-1.79688,-0.93750
0.56939,-1.70312,-0.90625
0.57959,-1.82812,-0.93750
0.57959,-1.64062,-0.84375
0.57959,-1.85938,-0.93750
0.57959,-1.70312,-0.84375
0.58980,-1.67188,0.84375
0.57959,-1.57812,-0.78125
0.57959,-1.39062,-0.68750
0.58980,-1.26562,-0.71875
0.58980,-1.85938,-0.96875
0.58980,-1.76562,-0.87500
0.58980,-1.79688,-0.93750
0.58980,-1.14062,-0.59375
0.58980,-1.89062,-0.96875
0.58980,-1.85938,-0.96875
0.58980,-1.89062,0.96875
0.58980,-1.73438,-0.90625
0.60000,-1.70312,-0.87500
0.60000,-1.51562,-0.75000
0.60000,-1.85938,-0.96875
0.60000,-1.70312,-0.84375
0.60000,-1.82812,-0.93750
0.60000,-1.70312,-0.87500
0.60000,-1.73438,-0.87500
0.60000,-1.45312,-0.75000
0.60000,-1.76562,-0.90625
0.60000,-1.64062,-0.81250
