beta,energy,magnet
0.28367,-0.85938,-0.56250
0.28367,-1.26562,0.65625
0.28367,-1.35938,-0.75000
0.28367,-0.73438,0.43750
0.28367,-0.89062,0.46875
0.28367,-0.89062,0.43750
0.28367,-0.76562,-0.37500
0.28367,-1.42188,0.81250
0.28367,-0.60938,-0.31250
0.28367,-0.73438,0.46875
0.28367,-1.20312,-0.65625
0.28367,-0.42188,-0.21875
0.28367,-0.98438,0.53125
0.28367,-0.70312,-0.34375
0.28367,-0.82812,-0.43750
0.28367,-1.07812,-0.56250
0.28367,-0.67188,0.43750
0.28367,-1.60938,0.81250
0.28367,-1.10938,-0.59375
0.29388,-0.98438,0.43750
0.29388,-1.32812,-0.71875
0.29388,-1.14062,-0.59375
0.29388,-0.89062,0.46875
0.29388,-0.73438,0.31250
0.29388,-0.85938,0.40625
0.29388,-0.45312,-0.15625
0.29388,-0.64062,-0.28125
0.29388,-0.57812,-0.34375
0.29388,-1.04688,-0.62500
0.29388,-0.95312,-0.53125
0.29388,-1.39062,-0.75000
0.29388,-0.79688,0.15625
0.29388,-1.17188,0.59375
0.29388,-1.29688,0.68750
0.29388,-1.48438,0.78125
0.29388,-0.67188,-0.06250
0.29388,-0.92188,0.40625
0.29388,-0.51562,0.28125
0.29388,-0.60938,0.31250
0.30408,-1.20312,-0.68750
0.30408,-0.82812,0.31250
0.30408,-1.17188,-0.56250
0.30408,-1.17188,-0.56250
0.30408,-0.48438,-0.21875
0.30408,-1.14062,-0.59375
0.30408,-0.92188,-0.40625
0.30408,-1.35938,-0.78125
0.30408,-1.39062,0.78125
0.30408,-0.98438,-0.46875
0.30408,-1.51562,-0.78125
0.30408,-0.95312,0.53125
0.30408,-0.92188,-0.46875
0.30408,-0.85938,0.59375
0.30408,-0.76562,-0.40625
0.30408,-1.01562,-0.59375
0.30408,-1.45312,0.87500
0.30408,-0.98438,0.46875
0.30408,-0.92188,0.34375
0.31429,-0.70312,-0.37500
0.30408,-1.07812,0.59375
0.31429,-0.98438,-0.59375
0.31429,-1.51562,-0.81250
0.31429,-1.14062,-0.59375
0.31429,-1.29688,-0.59375
0.31429,-0.76562,0.43750
0.31429,-1.20312,-0.65625
0.31429,-0.60938,-0.43750
0.31429,-0.76562,-0.34375
0.31429,-1.32812,0.68750
0.31429,-1.23438,0.62500
0.31429,-0.76562,-0.43750
0.31429,-1.23438,0.56250
0.31429,-0.82812,-0.43750
0.31429,-0.92188,0.56250
0.31429,-1.17188,0.53125
0.31429,-1.01562,0.53125
0.31429,-1.14062,-0.62500
0.31429,-0.76562,0.46875
0.31429,-0.82812,0.37500
0.32449,-0.82812,0.50000
0.32449,-1.07812,0.50000
0.32449,-0.76562,-0.40625
0.32449,-0.92188,0.50000
0.32449,-1.17188,-0.62500
0.32449,-0.79688,-0.53125
0.32449,-0.89062,0.59375
0.32449,-1.14062,-0.65625
0.32449,-1.20312,0.56250
0.32449,-0.73438,-0.46875
0.32449,-0.73438,0.43750
0.32449,-0.54688,-0.21875
0.32449,-0.85938,-0.50000
0.32449,-1.01562,0.59375
0.32449,-0.48438,-0.15625
0.32449,-1.10938,-0.59375
0.32449,-0.60938,0.34375
0.32449,-0.98438,-0.53125
0.32449,-1.04688,-0.59375
0.32449,-0.48438,0.21875
0.33469,-0.89062,0.40625
0.33469,-0.92188,-0.50000
0.33469,-1.10938,0.59375
0.33469,-0.73438,-0.43750
0.33469,-1.39062,0.71875
0.33469,-1.01562,0.46875
0.33469,-0.92188,-0.34375
0.33469,-1.07812,0.46875
0.33469,-0.73438,0.43750
0.33469,-1.20312,0.62500
0.33469,-1.39062,-0.75000
0.33469,-1.07812,0.53125
0.33469,-1.29688,-0.65625
0.33469,-0.57812,-0.03125
0.33469,-1.20312,0.62500
0.33469,-1.32812,0.71875
0.33469,-1.60938,-0.84375
0.33469,-1.20312,0.65625
0.33469,-1.26562,0.68750
0.34490,-0.95312,-0.46875
0.33469,-0.67188,0.31250
0.34490,-0.82812,0.25000
0.34490,-0.82812,0.46875
0.34490,-1.04688,0.53125
0.34490,-1.10938,0.68750
0.34490,-1.35938,-0.68750
0.34490,-1.42188,-0.75000
0.34490,-1.48438,-0.81250
0.34490,-1.45312,-0.78125
0.34490,-0.82812,0.43750
0.34490,-1.17188,-0.65625
0.34490,-0.73438,-0.34375
0.34490,-1.04688,0.62500
0.34490,-1.26562,0.62500
0.34490,-0.60938,0.37500
0.34490,-1.04688,-0.53125
0.34490,-0.42188,0.12500
0.34490,-0.98438,-0.43750
0.34490,-1.29688,0.75000
0.34490,-1.04688,-0.56250
0.35510,-1.39062,0.75000
0.35510,-0.95312,0.40625
0.35510,-1.20312,-0.65625
0.35510,-1.07812,-0.59375
0.35510,-0.79688,0.50000
0.35510,-1.01562,-0.59375
0.35510,-1.10938,0.56250
0.35510,-1.26562,-0.62500
0.35510,-1.10938,-0.53125
0.35510,-0.82812,-0.53125
0.35510,-1.01562,-0.59375
0.35510,-1.32812,0.68750
0.35510,-1.04688,-0.46875
0.35510,-1.04688,0.56250
0.35510,-1.01562,-0.59375
0.35510,-0.98438,0.59375
0.35510,-1.23438,0.62500
0.35510,-1.29688,-0.62500
0.35510,-1.17188,0.65625
0.36531,-0.79688,0.37500
0.36531,-1.60938,-0.87500
0.35510,-1.14062,0.53125
0.36531,-1.23438,0.65625
0.36531,-1.04688,-0.56250
0.36531,-1.04688,-0.59375
0.36531,-1.17188,0.65625
0.36531,-1.17188,0.59375
0.36531,-1.17188,-0.65625
0.36531,-1.20312,-0.59375
0.36531,-1.26562,0.71875
0.36531,-1.14062,-0.56250
0.36531,-0.73438,0.34375
0.36531,-0.64062,0.25000
0.36531,-1.26562,0.62500
0.36531,-1.64062,-0.84375
0.36531,-1.17188,-0.59375
0.36531,-1.51562,0.78125
0.36531,-1.26562,-0.62500
0.36531,-1.20312,-0.62500
0.36531,-1.01562,0.43750
0.37551,-1.26562,0.71875
0.37551,-1.17188,-0.68750
0.37551,-0.89062,-0.37500
0.37551,-1.32812,-0.71875
0.37551,-1.35938,0.71875
0.37551,-1.60938,-0.87500
0.37551,-1.23438,-0.71875
0.37551,-1.23438,0.59375
0.37551,-1.10938,0.62500
0.37551,-0.85938,-0.46875
0.37551,-1.17188,0.62500
0.37551,-1.29688,-0.65625
0.37551,-1.23438,0.71875
0.37551,-1.07812,-0.59375
0.37551,-1.23438,0.65625
0.37551,-1.29688,0.62500
0.37551,-1.23438,-0.68750
0.37551,-1.14062,-0.59375
0.37551,-0.67188,0.28125
0.37551,-1.17188,-0.56250
0.38571,-1.20312,-0.59375
0.38571,-1.04688,0.50000
0.38571,-0.95312,-0.56250
0.38571,-0.67188,0.34375
0.38571,-0.92188,0.46875
0.38571,-1.48438,0.87500
0.38571,-1.42188,0.71875
0.38571,-1.20312,0.53125
0.38571,-1.45312,0.75000
0.38571,-1.07812,0.68750
0.38571,-1.17188,0.62500
0.38571,-1.48438,-0.78125
0.38571,-1.04688,-0.65625
0.38571,-0.76562,-0.43750
0.38571,-1.32812,0.71875
0.38571,-1.76562,0.90625
0.38571,-1.17188,-0.50000
0.38571,-1.10938,0.53125
0.38571,-1.45312,0.78125
0.38571,-1.04688,-0.59375
0.39592,-1.14062,0.59375
0.39592,-1.17188,0.62500
0.39592,-0.85938,0.40625
0.39592,-1.04688,-0.56250
0.39592,-1.07812,0.65625
0.39592,-1.42188,0.78125
0.39592,-1.42188,0.75000
0.39592,-1.60938,0.81250
0.39592,-0.95312,0.46875
0.39592,-1.20312,0.65625
0.39592,-1.26562,0.68750
0.39592,-1.45312,0.75000
0.39592,-1.20312,-0.59375
0.39592,-1.32812,-0.71875
0.39592,-1.51562,-0.75000
0.39592,-1.04688,-0.62500
0.39592,-1.70312,0.84375
0.39592,-1.32812,0.68750
0.39592,-1.32812,0.75000
0.40612,-0.98438,0.56250
0.39592,-1.07812,0.56250
0.40612,-0.79688,-0.46875
0.40612,-1.48438,0.78125
0.40612,-1.39062,0.71875
0.40612,-1.35938,0.68750
0.40612,-1.26562,0.65625
0.40612,-1.10938,-0.65625
0.40612,-1.48438,-0.75000
0.40612,-1.32812,-0.65625
0.40612,-1.17188,-0.68750
0.40612,-1.64062,0.84375
0.40612,-1.04688,0.62500
0.40612,-1.29688,-0.75000
0.40612,-1.39062,-0.75000
0.40612,-1.64062,0.84375
0.40612,-1.39062,0.71875
0.40612,-1.48438,0.71875
0.40612,-1.45312,-0.71875
0.40612,-1.45312,0.78125
0.41633,-1.04688,-0.56250
0.40612,-1.07812,0.46875
0.41633,-1.76562,0.90625
0.41633,-1.39062,-0.75000
0.41633,-1.64062,0.81250
0.41633,-1.29688,-0.71875
0.41633,-1.76562,0.93750
0.41633,-1.51562,0.71875
0.41633,-1.60938,0.81250
0.41633,-1.20312,0.68750
0.41633,-1.29688,-0.59375
0.41633,-1.39062,-0.75000
0.41633,-1.45312,0.75000
0.41633,-1.48438,0.78125
0.41633,-1.14062,0.50000
0.41633,-1.60938,0.81250
0.41633,-1.60938,-0.84375
0.41633,-1.60938,0.84375
0.41633,-1.32812,0.71875
0.42653,-1.51562,0.78125
0.41633,-1.82812,0.93750
0.41633,-1.07812,-0.56250
0.42653,-1.45312,-0.78125
0.42653,-1.42188,-0.78125
0.42653,-1.17188,0.65625
0.42653,-1.39062,-0.68750
0.42653,-1.45312,-0.78125
0.42653,-1.39062,-0.71875
0.42653,-1.39062,0.71875
0.42653,-1.29688,-0.68750
0.42653,-1.42188,-0.71875
0.42653,-1.17188,0.65625
0.42653,-1.39062,-0.75000
0.42653,-0.92188,0.53125
0.42653,-1.29688,0.65625
0.42653,-1.29688,-0.68750
0.42653,-1.17188,-0.65625
0.42653,-1.60938,-0.84375
0.42653,-1.45312,0.78125
0.42653,-1.32812,0.68750
0.43673,-1.32812,0.65625
0.42653,-1.32812,-0.71875
0.43673,-1.32812,-0.68750
0.43673,-1.39062,-0.71875
0.43673,-1.51562,-0.81250
0.43673,-0.98438,-0.53125
0.43673,-1.39062,0.68750
0.43673,-1.67188,-0.84375
0.43673,-0.45312,-0.12500
0.43673,-1.26562,-0.68750
0.43673,-1.51562,0.81250
0.43673,-1.54688,0.84375
0.43673,-1.54688,-0.84375
0.43673,-1.54688,-0.81250
0.43673,-1.32812,0.71875
0.43673,-1.57812,-0.81250
0.43673,-1.20312,-0.56250
0.43673,-1.64062,0.84375
0.43673,-1.35938,0.75000
0.43673,-1.51562,0.78125
0.43673,-1.48438,-0.84375
0.44694,-1.42188,-0.71875
0.44694,-1.67188,-0.87500
0.44694,-1.67188,0.87500
0.44694,-1.60938,0.81250
0.44694,-1.51562,-0.81250
0.44694,-1.32812,0.78125
0.44694,-1.39062,0.75000
0.44694,-1.39062,0.65625
0.44694,-1.57812,-0.81250
0.44694,-1.51562,-0.78125
0.44694,-1.73438,0.87500
0.44694,-1.39062,0.65625
0.44694,-1.14062,-0.62500
0.44694,-1.64062,-0.87500
0.44694,-1.51562,-0.75000
0.44694,-1.45312,-0.75000
0.44694,-1.48438,0.78125
0.44694,-1.60938,0.81250
0.45714,-1.35938,0.71875
0.44694,-1.45312,-0.75000
0.44694,-1.79688,-0.93750
0.45714,-1.64062,0.84375
0.45714,-1.26562,0.62500
0.45714,-1.57812,-0.84375
0.45714,-1.60938,-0.84375
0.45714,-1.04688,0.46875
0.45714,-1.23438,-0.59375
0.45714,-1.57812,-0.81250
0.45714,-1.26562,-0.59375
0.45714,-1.48438,-0.78125
0.45714,-1.35938,-0.65625
0.45714,-1.79688,-0.90625
0.45714,-1.17188,0.62500
0.45714,-1.54688,0.78125
0.45714,-1.17188,-0.62500
0.45714,-1.67188,-0.87500
0.45714,-1.35938,-0.65625
0.45714,-1.60938,-0.78125
0.45714,-1.70312,-0.87500
0.46735,-1.42188,-0.68750
0.45714,-1.70312,-0.87500
0.46735,-1.45312,-0.78125
0.46735,-1.42188,0.71875
0.46735,-1.60938,-0.81250
0.46735,-1.14062,0.59375
0.46735,-1.67188,0.84375
0.46735,-1.60938,-0.84375
0.46735,-1.39062,-0.65625
0.46735,-1.45312,0.75000
0.46735,-1.51562,0.78125
0.46735,-1.45312,-0.78125
0.46735,-1.76562,-0.90625
0.46735,-1.67188,-0.84375
0.46735,-1.48438,0.75000
0.46735,-1.64062,0.84375
0.46735,-1.04688,0.65625
0.46735,-1.29688,0.68750
0.46735,-1.67188,-0.87500
0.46735,-1.48438,-0.75000
0.47755,-1.39062,-0.65625
0.46735,-1.39062,0.71875
0.47755,-1.57812,-0.84375
0.47755,-1.39062,0.75000
0.47755,-1.51562,0.75000
0.47755,-1.54688,0.81250
0.47755,-1.76562,0.90625
0.47755,-1.73438,-0.90625
0.47755,-1.67188,0.87500
0.47755,-1.64062,0.87500
0.47755,-1.70312,0.84375
0.47755,-0.98438,0.50000
0.47755,-1.32812,-0.68750
0.47755,-1.32812,0.71875
0.47755,-1.51562,-0.81250
0.47755,-1.35938,-0.71875
0.47755,-1.45312,0.78125
0.47755,-1.60938,0.84375
0.47755,-1.35938,-0.71875
0.47755,-1.60938,-0.84375
0.47755,-1.07812,0.62500
0.48776,-1.32812,0.68750
0.48776,-1.54688,0.75000
0.48776,-1.14062,-0.59375
0.48776,-1.64062,0.87500
0.48776,-1.42188,-0.75000
0.48776,-1.45312,-0.75000
0.48776,-1.67188,-0.84375
0.48776,-1.67188,0.84375
0.48776,-1.45312,0.75000
0.48776,-1.48438,0.78125
0.48776,-1.76562,-0.90625
0.48776,-1.60938,0.84375
0.48776,-1.48438,0.78125
0.48776,-1.57812,0.81250
0.48776,-1.76562,-0.90625
0.48776,-1.07812,0.62500
0.48776,-1.73438,-0.90625
0.48776,-1.76562,0.90625
0.48776,-1.17188,0.56250
0.48776,-1.64062,0.84375
0.49796,-1.67188,-0.87500
0.49796,-1.76562,-0.90625
0.49796,-1.70312,-0.87500
0.49796,-1.76562,0.90625
0.49796,-1.57812,0.81250
0.49796,-1.60938,-0.84375
0.49796,-1.29688,-0.68750
0.49796,-1.42188,-0.71875
0.49796,-1.70312,0.87500
0.49796,-1.42188,0.75000
0.49796,-1.45312,0.71875
0.49796,-1.60938,-0.84375
0.49796,-1.79688,-0.93750
0.49796,-1.73438,-0.90625
0.49796,-1.51562,-0.81250
0.49796,-1.60938,0.81250
0.49796,-1.17188,-0.59375
0.49796,-1.64062,0.87500
0.49796,-1.70312,-0.87500
0.49796,-1.42188,-0.71875
0.50816,-1.45312,-0.81250
0.50816,-1.45312,0.75000
0.50816,-1.64062,-0.87500
0.50816,-1.54688,-0.87500
0.50816,-1.42188,-0.68750
0.50816,-1.82812,-0.96875
0.50816,-1.76562,0.93750
0.50816,-1.42188,-0.75000
0.50816,-1.64062,-0.84375
0.50816,-1.60938,0.84375
0.50816,-1.57812,0.84375
0.50816,-1.67188,-0.87500
0.50816,-1.76562,0.90625
0.50816,-1.73438,-0.87500
0.50816,-1.42188,-0.75000
0.50816,-1.48438,-0.75000
0.50816,-1.76562,0.90625
0.50816,-1.42188,-0.81250
0.50816,-1.45312,-0.78125
0.50816,-1.45312,0.75000
0.51837,-1.67188,-0.87500
0.51837,-1.29688,-0.71875
0.51837,-1.76562,0.90625
0.51837,-1.48438,-0.75000
0.51837,-1.51562,0.78125
0.51837,-1.70312,-0.87500
0.51837,-1.48438,-0.75000
0.51837,-1.29688,-0.62500
0.51837,-1.45312,-0.78125
0.51837,-1.54688,0.81250
0.51837,-1.35938,-0.68750
0.51837,-1.70312,-0.87500
0.51837,-1.51562,-0.71875
0.51837,-1.45312,0.81250
0.51837,-1.73438,0.90625
0.51837,-1.48438,0.78125
0.51837,-1.76562,0.90625
0.51837,-1.45312,0.71875
0.51837,-1.79688,0.93750
0.51837,-1.42188,-0.75000
0.52857,-1.64062,-0.84375
0.52857,-1.76562,0.93750
0.52857,-1.79688,-0.93750
0.52857,-1.60938,-0.84375
0.52857,-1.85938,-0.93750
0.52857,-1.54688,0.84375
0.52857,-1.57812,-0.81250
