beta,energy,magnet
0.35510,-0.96875,0.40625
0.35510,-1.34375,0.71875
0.35510,-0.43750,0.25000
0.35510,-0.93750,0.34375
0.35510,-1.40625,-0.78125
0.35510,-1.25000,-0.68750
0.36531,-1.06250,0.50000
0.36531,-0.87500,0.37500
0.36531,-1.31250,0.78125
0.36531,-1.09375,-0.56250
0.36531,-1.06250,0.62500
0.36531,-1.25000,-0.65625
0.36531,-1.59375,-0.84375
0.36531,-1.56250,0.78125
0.36531,-1.06250,-0.53125
0.36531,-1.31250,0.68750
0.37551,-1.31250,0.68750
0.37551,-1.00000,0.53125
0.37551,-1.21875,0.65625
0.37551,-1.00000,0.46875
0.37551,-1.25000,-0.62500
0.37551,-1.50000,0.78125
0.37551,-1.37500,-0.71875
0.37551,-1.28125,0.68750
0.37551,-1.12500,0.46875
0.37551,-0.75000,0.37500
0.38571,-1.37500,0.75000
0.38571,-1.37500,0.75000
0.38571,-1.40625,0.78125
0.38571,-1.18750,-0.53125
0.38571,-1.40625,-0.75000
0.38571,-1.43750,0.78125
0.38571,-1.25000,-0.71875
0.38571,-1.31250,0.71875
0.38571,-1.28125,-0.68750
0.38571,-1.68750,0.87500
0.39592,-1.28125,-0.62500
0.39592,-0.87500,-0.46875
0.39592,-1.06250,-0.56250
0.39592,-1.87500,-0.96875
0.39592,-1.56250,-0.78125
0.39592,-1.18750,0.65625
0.39592,-1.21875,0.65625
0.39592,-1.40625,-0.75000
0.39592,-1.46875,0.81250
0.39592,-1.37500,-0.68750
0.40612,-1.34375,0.71875
0.40612,-1.15625,-0.59375
0.40612,-1.50000,-0.78125
0.40612,-1.40625,0.75000
0.40612,-1.40625,-0.71875
0.40612,-1.28125,-0.71875
0.40612,-1.59375,0.84375
0.40612,-1.53125,0.81250
0.40612,-1.09375,0.56250
0.40612,-1.43750,0.78125
0.41633,-1.34375,-0.68750
0.41633,-1.62500,-0.84375
0.41633,-1.12500,0.65625
0.41633,-1.43750,0.75000
0.41633,-1.43750,0.75000
0.41633,-1.46875,0.71875
0.41633,-1.09375,-0.68750
0.41633,-1.28125,-0.59375
0.41633,-1.12500,-0.56250
0.41633,-1.68750,-0.90625
0.42653,-1.37500,0.68750
0.42653,-1.37500,-0.71875
0.42653,-1.09375,-0.53125
0.42653,-1.59375,0.84375
0.42653,-1.53125,0.84375
0.42653,-1.37500,-0.71875
0.42653,-1.28125,-0.68750
0.42653,-1.59375,-0.87500
0.42653,-1.50000,0.78125
0.42653,-1.21875,-0.62500
0.43673,-1.59375,-0.81250
0.43673,-1.62500,-0.81250
0.43673,-1.68750,0.87500
0.43673,-1.53125,-0.81250
0.43673,-1.34375,0.65625
0.43673,-1.46875,-0.78125
0.43673,-1.46875,0.75000
0.43673,-1.62500,-0.84375
0.43673,-1.65625,-0.84375
0.43673,-1.46875,-0.81250
0.44694,-1.53125,-0.78125
0.44694,-1.75000,0.90625
0.44694,-1.28125,-0.68750
0.44694,-1.65625,-0.87500
0.44694,-1.31250,-0.65625
0.44694,-1.68750,0.87500
0.44694,-1.21875,0.65625
0.44694,-1.37500,0.68750
0.44694,-1.28125,0.59375
0.44694,-1.53125,-0.84375
0.45714,-1.43750,0.78125
0.45714,-1.50000,-0.78125
0.45714,-1.56250,-0.81250
0.45714,-1.25000,0.68750
0.45714,-1.46875,-0.78125
0.45714,-1.68750,-0.90625
0.45714,-1.50000,0.78125
0.45714,-1.59375,0.84375
0.45714,-1.65625,-0.87500
0.45714,-1.43750,-0.78125
0.46735,-1.81250,0.93750
0.46735,-1.46875,0.75000
0.46735,-1.21875,0.65625
0.46735,-1.71875,0.90625
0.46735,-1.53125,0.78125
0.46735,-1.50000,0.75000
0.46735,-1.65625,-0.87500
0.46735,-1.62500,0.90625
0.46735,-1.50000,0.78125
0.46735,-1.75000,-0.90625
0.47755,-1.59375,0.78125
0.47755,-1.59375,-0.84375
0.47755,-1.81250,0.93750
0.47755,-1.43750,0.68750
0.47755,-1.71875,-0.90625
0.47755,-1.12500,-0.43750
0.47755,-1.40625,0.75000
0.47755,-1.62500,0.81250
0.47755,-1.18750,-0.65625
0.47755,-1.71875,-0.90625
0.48776,-1.59375,-0.81250
0.48776,-1.25000,-0.68750
0.48776,-1.93750,-1.00000
0.48776,-1.53125,-0.81250
0.48776,-1.75000,0.93750
0.48776,-1.40625,0.75000
0.48776,-0.93750,-0.46875
0.48776,-1.46875,0.81250
0.48776,-1.50000,0.78125
0.48776,-1.46875,-0.75000
0.49796,-1.46875,0.81250
0.49796,-1.53125,-0.81250
0.49796,-1.81250,0.93750
0.49796,-1.43750,-0.75000
0.49796,-1.68750,-0.84375
0.49796,-1.68750,-0.87500
0.49796,-1.59375,-0.84375
0.49796,-1.34375,0.68750
0.49796,-1.93750,-1.00000
0.49796,-1.62500,-0.87500
0.50816,-1.28125,-0.68750
0.50816,-1.28125,-0.68750
0.50816,-1.43750,0.78125
0.50816,-1.53125,0.84375
0.50816,-1.59375,-0.81250
0.50816,-1.65625,-0.87500
0.50816,-1.50000,-0.78125
0.50816,-1.59375,-0.84375
0.50816,-1.59375,0.84375
0.50816,-1.87500,0.96875
0.51837,-1.62500,0.87500
0.51837,-1.53125,0.78125
0.51837,-1.50000,-0.78125
0.51837,-1.68750,-0.87500
0.51837,-1.37500,-0.75000
0.51837,-1.65625,-0.84375
0.51837,-1.75000,-0.87500
0.51837,-1.65625,-0.90625
0.51837,-1.50000,0.78125
0.51837,-1.78125,-0.90625
0.52857,-1.65625,0.84375
0.52857,-1.43750,-0.78125
0.52857,-1.68750,-0.87500
0.52857,-1.81250,0.93750
0.52857,-1.93750,-1.00000
0.52857,-1.59375,0.81250
0.52857,-1.65625,-0.87500
0.52857,-1.65625,-0.84375
0.52857,-1.62500,-0.84375
0.52857,-1.56250,-0.81250
0.53878,-1.65625,0.87500
0.53878,-1.53125,0.81250
0.53878,-1.43750,-0.71875
0.53878,-1.43750,-0.75000
0.53878,-1.62500,0.81250
0.53878,-1.50000,0.81250
0.53878,-1.53125,0.78125
0.53878,-1.71875,0.90625
0.53878,-1.56250,-0.78125
0.53878,-1.59375,0.84375
0.54898,-1.81250,-0.93750
0.54898,-1.68750,-0.87500
0.54898,-1.62500,-0.87500
0.54898,-1.43750,0.75000
0.54898,-1.68750,-0.81250
0.54898,-1.21875,-0.62500
0.54898,-1.56250,-0.84375
0.54898,-1.68750,-0.84375
0.54898,-1.75000,-0.90625
0.54898,-1.56250,0.84375
0.55918,-1.56250,-0.81250
0.55918,-1.53125,-0.81250
0.55918,-1.56250,-0.84375
0.55918,-1.87500,-0.96875
0.55918,-1.68750,0.84375
0.55918,-1.46875,-0.78125
0.55918,-1.81250,-0.93750
0.55918,-1.71875,0.90625
0.55918,-1.75000,-0.90625
0.55918,-1.56250,-0.84375
0.56939,-1.65625,-0.81250
0.56939,-1.68750,-0.87500
0.56939,-1.68750,-0.87500
0.56939,-1.59375,-0.81250
0.56939,-1.53125,0.81250
0.56939,-1.68750,-0.87500
0.56939,-1.40625,-0.71875
0.56939,-1.87500,0.96875
0.56939,-1.78125,0.93750
0.56939,-1.46875,-0.78125
0.57959,-1.71875,0.90625
0.57959,-1.65625,0.84375
0.57959,-1.53125,-0.81250
0.57959,-1.50000,-0.81250
0.57959,-1.93750,-1.00000
0.57959,-1.62500,0.84375
0.57959,-1.87500,0.96875
0.57959,-1.50000,0.81250
0.57959,-1.53125,-0.84375
0.57959,-1.65625,0.87500
0.58980,-1.81250,-0.93750
0.58980,-1.50000,0.81250
0.58980,-1.68750,-0.90625
0.58980,-1.87500,-0.96875
0.58980,-1.62500,-0.87500
0.58980,-1.56250,0.81250
0.58980,-1.68750,0.90625
0.58980,-1.71875,-0.87500
0.58980,-1.75000,-0.90625
0.58980,-1.87500,-0.96875
0.60000,-1.68750,-0.87500
0.60000,-1.78125,-0.93750
0.60000,-1.43750,0.75000
0.60000,-1.87500,-0.96875
0.60000,-1.50000,0.78125
0.60000,-1.81250,-0.93750
0.60000,-1.56250,-0.84375
0.60000,-1.53125,0.75000
0.60000,-1.87500,-0.96875
0.60000,-1.81250,-0.93750
