beta,energy,magnet
0.11020,-0.17188,-0.03125
0.11020,-0.14062,-0.12500
0.11020,-0.39062,0.09375
0.11020,0.04688,-0.09375
0.11020,-0.10938,0.15625
0.11020,0.07812,0.12500
0.11020,-0.32812,0.15625
0.11020,-0.85938,0.34375
0.11020,-0.39062,-0.12500
0.11020,-0.07812,0.00000
0.11020,-0.48438,-0.15625
0.11020,-0.35938,-0.15625
0.11020,0.04688,0.03125
0.11020,-0.17188,0.09375
0.11020,-0.32812,-0.03125
0.11020,-0.10938,0.06250
0.11020,-0.10938,0.28125
0.11020,-0.35938,-0.15625
0.11020,-0.76562,-0.46875
0.11020,-0.10938,0.03125
0.11020,-0.76562,0.28125
0.11020,-0.45312,-0.34375
0.11020,-0.07812,0.21875
0.11020,-0.57812,0.37500
0.11020,-0.48438,0.28125
0.11020,-0.17188,-0.06250
0.11020,-0.14062,0.15625
0.11020,-0.20312,-0.09375
0.11020,-0.45312,0.09375
0.11020,-0.10938,-0.03125
0.11020,0.01562,-0.06250
0.11020,-0.57812,-0.03125
0.11020,-0.95312,0.43750
0.11020,-0.85938,-0.34375
0.11020,0.17188,-0.06250
0.11020,-0.10938,-0.31250
0.11020,-1.04688,0.34375
0.11020,-0.54688,-0.25000
0.11020,-0.01562,-0.03125
0.11020,-0.32812,0.21875
0.11020,-0.54688,0.03125
0.11020,-0.26562,-0.09375
0.11020,-0.26562,0.06250
0.11020,-0.57812,-0.25000
0.11020,-0.79688,-0.31250
0.11020,-0.60938,0.28125
0.11020,-0.07812,0.00000
0.11020,-0.92188,0.43750
0.11020,-0.32812,0.28125
0.11020,-1.04688,-0.40625
0.11020,-0.67188,-0.21875
0.11020,-0.54688,0.15625
0.11020,-0.29688,0.03125
0.11020,0.10938,-0.18750
0.11020,-0.54688,-0.12500
0.11020,-0.48438,0.15625
0.11020,-0.48438,0.18750
0.11020,-0.14062,-0.03125
0.11020,-0.60938,-0.25000
0.11020,-0.64062,0.34375
0.11020,-0.07812,0.00000
0.11020,-0.48438,-0.09375
0.11020,-0.17188,0.15625
0.11020,-0.01562,0.00000
0.11020,-0.60938,-0.15625
0.11020,-0.23438,0.03125
0.11020,-0.23438,0.12500
0.11020,-0.39062,-0.03125
0.11020,0.10938,-0.12500
0.11020,-0.85938,0.34375
0.11020,-0.48438,-0.37500
0.12041,-0.67188,-0.40625
0.11020,-0.26562,-0.03125
0.11020,-1.17188,-0.53125
0.12041,-0.17188,-0.34375
0.12041,-0.20312,0.00000
0.12041,-1.01562,-0.40625
0.12041,-0.26562,0.03125
0.12041,-0.73438,0.34375
0.12041,-0.48438,0.43750
0.12041,-0.85938,0.34375
0.12041,-0.23438,-0.15625
0.12041,0.10938,-0.25000
0.12041,-0.23438,0.03125
0.12041,-0.10938,-0.06250
0.12041,-0.89062,-0.37500
0.12041,0.04688,0.09375
0.12041,-0.45312,-0.18750
0.12041,-0.48438,0.21875
0.12041,-0.17188,0.09375
0.12041,-0.60938,0.15625
0.12041,-0.64062,0.28125
0.12041,-0.95312,-0.43750
0.12041,-0.39062,-0.31250
0.12041,-0.07812,0.09375
0.12041,-0.01562,0.15625
0.12041,-0.73438,-0.43750
0.12041,-0.42188,0.21875
0.12041,-0.26562,0.15625
0.12041,-0.60938,0.31250
0.12041,-0.29688,0.09375
0.12041,-0.42188,0.12500
0.12041,-0.23438,0.09375
0.12041,-0.89062,-0.37500
0.12041,-0.42188,0.31250
0.12041,-0.70312,0.15625
0.12041,-1.39062,-0.50000
0.12041,-0.79688,0.34375
0.12041,-0.54688,0.12500
0.12041,-1.10938,0.46875
0.12041,-0.54688,-0.28125
0.12041,-0.64062,0.25000
0.12041,-0.35938,0.18750
0.12041,-0.54688,-0.09375
0.12041,-0.14062,-0.09375
0.12041,-0.14062,0.18750
0.12041,-0.45312,0.15625
0.12041,-0.60938,-0.34375
0.12041,-0.98438,0.50000
0.12041,-0.95312,-0.43750
0.12041,-0.67188,-0.18750
0.12041,-0.39062,-0.28125
0.12041,-0.76562,-0.25000
0.12041,-0.57812,-0.25000
0.12041,-0.26562,-0.28125
0.12041,-0.26562,-0.18750
0.12041,-0.17188,0.09375
0.12041,-0.23438,-0.03125
0.12041,-0.92188,0.34375
0.12041,-0.42188,-0.12500
0.12041,-0.45312,0.31250
0.12041,-0.54688,-0.34375
0.12041,-0.14062,-0.03125
0.12041,-0.23438,-0.12500
0.12041,-0.29688,-0.31250
0.12041,-0.45312,-0.06250
0.12041,-0.42188,-0.18750
0.12041,-0.42188,0.15625
0.12041,-0.48438,-0.25000
0.12041,-0.89062,0.31250
0.12041,-0.70312,-0.21875
0.12041,-0.10938,0.12500
0.12041,-0.17188,0.00000
0.12041,-1.07812,0.56250
0.12041,-0.51562,0.15625
0.12041,-0.64062,0.28125
0.12041,-0.26562,-0.06250
0.12041,-0.42188,0.06250
0.12041,-0.57812,0.40625
0.12041,-0.82812,0.34375
0.12041,-0.23438,-0.03125
0.12041,-0.14062,-0.12500
0.12041,-0.10938,-0.21875
0.12041,-0.85938,0.31250
0.12041,-0.73438,0.28125
0.12041,-0.45312,0.06250
0.12041,-0.39062,0.28125
0.12041,-0.35938,0.18750
0.12041,-0.17188,0.06250
0.12041,-0.32812,0.06250
0.12041,-0.32812,-0.21875
0.12041,0.01562,0.00000
0.12041,-0.51562,0.25000
0.12041,0.01562,-0.15625
0.12041,-0.35938,-0.28125
0.12041,-0.39062,-0.28125
0.12041,-0.20312,-0.06250
0.12041,-0.64062,0.18750
0.12041,-0.29688,0.21875
0.12041,-0.60938,0.28125
0.12041,-0.54688,-0.31250
0.12041,-0.64062,0.25000
0.12041,-0.29688,0.12500
0.13061,-0.20312,0.21875
0.13061,-0.82812,0.43750
0.13061,-1.29688,-0.46875
0.13061,-0.48438,0.31250
0.13061,-0.23438,0.28125
0.13061,-0.85938,0.28125
0.13061,-0.54688,-0.12500
0.13061,-0.89062,0.37500
0.13061,-0.35938,0.06250
0.13061,-0.26562,0.18750
0.13061,-0.57812,-0.25000
0.13061,-0.79688,0.12500
0.13061,-1.01562,0.43750
0.13061,-0.76562,-0.34375
0.13061,-0.29688,-0.06250
0.13061,-0.54688,-0.15625
0.13061,-0.17188,-0.15625
0.13061,-0.57812,-0.34375
0.13061,-0.35938,-0.15625
0.13061,-0.04688,0.09375
0.13061,-0.48438,0.15625
0.13061,-1.14062,-0.53125
0.13061,-0.89062,-0.31250
0.13061,-0.17188,-0.06250
0.13061,-0.92188,-0.25000
0.13061,-1.26562,0.56250
0.13061,-0.42188,-0.31250
0.13061,-0.48438,-0.15625
0.13061,-0.82812,-0.21875
0.13061,-0.42188,-0.15625
0.13061,-0.26562,0.00000
0.13061,-0.20312,-0.06250
0.13061,-0.17188,0.09375
0.13061,-0.23438,0.18750
0.13061,-1.01562,-0.40625
0.13061,-0.70312,-0.28125
0.13061,-0.98438,-0.37500
0.13061,-1.07812,0.37500
0.13061,-1.17188,-0.40625
0.13061,-0.51562,0.18750
0.13061,-0.26562,0.21875
0.13061,-0.95312,-0.50000
0.13061,0.29688,-0.28125
0.13061,-0.20312,-0.06250
0.13061,-1.26562,0.56250
0.13061,-0.60938,0.15625
0.13061,-0.54688,-0.34375
0.13061,-0.76562,0.43750
0.13061,-0.20312,0.25000
0.13061,-0.39062,0.21875
0.13061,-0.04688,0.00000
0.13061,-0.01562,-0.06250
0.13061,-0.17188,0.12500
0.13061,-0.67188,0.06250
0.13061,-0.23438,-0.06250
0.13061,-1.35938,-0.56250
0.13061,-0.64062,0.21875
0.13061,-0.70312,-0.31250
0.13061,-0.73438,0.28125
0.13061,-0.57812,0.21875
0.13061,-0.26562,0.09375
0.13061,-1.04688,0.43750
0.13061,-0.51562,-0.25000
0.13061,-0.14062,-0.09375
0.13061,-0.57812,-0.25000
0.13061,-0.57812,-0.37500
0.13061,-0.42188,-0.03125
0.13061,-0.48438,0.09375
0.13061,-0.23438,-0.09375
0.13061,0.04688,-0.06250
0.13061,-0.01562,-0.06250
0.13061,-0.29688,-0.28125
0.13061,-0.45312,0.12500
0.13061,-0.98438,-0.43750
0.13061,-0.42188,-0.03125
0.13061,-0.17188,-0.06250
0.13061,-0.35938,0.00000
0.13061,0.20312,0.18750
0.13061,-0.32812,0.09375
0.13061,-0.32812,0.09375
0.13061,-0.73438,-0.25000
0.13061,-0.73438,0.28125
0.13061,-0.39062,0.21875
0.13061,-0.48438,0.06250
0.13061,-0.51562,0.15625
0.13061,-1.01562,0.53125
0.13061,-1.23438,-0.56250
0.13061,-0.26562,0.03125
0.13061,-0.39062,0.09375
0.13061,-0.42188,-0.15625
0.13061,-0.48438,0.40625
0.13061,-0.01562,-0.03125
0.13061,-0.57812,-0.18750
0.13061,-0.20312,0.03125
0.13061,-0.48438,0.25000
0.13061,-0.32812,0.15625
0.13061,-0.64062,0.18750
0.13061,-0.45312,0.06250
0.13061,-1.14062,0.50000
0.14082,0.01562,-0.12500
0.13061,-0.01562,-0.06250
0.14082,-0.82812,-0.46875
0.14082,-0.76562,-0.34375
0.14082,0.01562,0.06250
0.14082,-0.20312,0.03125
0.14082,-0.76562,0.46875
0.14082,-0.07812,0.00000
0.14082,-0.79688,0.31250
0.14082,-0.89062,-0.40625
0.14082,-0.42188,0.09375
0.14082,-0.98438,0.37500
0.14082,-0.39062,-0.03125
0.14082,-0.32812,-0.18750
0.14082,-0.73438,0.31250
0.14082,-0.92188,-0.40625
0.14082,-0.35938,0.21875
0.14082,-0.54688,-0.25000
0.14082,-0.70312,0.43750
0.14082,-0.39062,-0.15625
0.14082,-0.32812,0.03125
0.14082,-0.39062,-0.15625
0.14082,-0.54688,-0.31250
0.14082,-0.23438,-0.31250
0.14082,-0.48438,-0.21875
0.14082,-0.45312,0.28125
0.14082,-0.70312,-0.25000
0.14082,-1.70312,-0.65625
0.14082,-0.14062,0.00000
0.14082,-0.45312,-0.15625
0.14082,-0.39062,-0.03125
0.14082,-0.76562,0.37500
0.14082,-0.32812,0.00000
0.14082,-0.32812,0.12500
0.14082,-0.79688,0.31250
0.14082,-0.20312,-0.25000
0.14082,-0.95312,-0.34375
0.14082,-0.51562,0.12500
0.14082,-0.57812,0.15625
0.14082,-0.82812,0.31250
0.14082,-0.70312,0.31250
0.14082,-0.70312,-0.21875
0.14082,-1.07812,0.43750
0.14082,-0.35938,-0.15625
0.14082,-0.39062,0.15625
0.14082,-0.73438,0.25000
0.14082,-0.04688,-0.03125
0.14082,-0.85938,-0.37500
0.14082,0.07812,0.03125
0.14082,-0.29688,0.03125
0.14082,-0.89062,0.15625
0.14082,-0.26562,-0.06250
0.14082,-1.23438,0.46875
0.14082,-0.07812,-0.09375
0.14082,-0.73438,0.34375
0.14082,-0.57812,-0.03125
0.14082,-1.10938,0.31250
0.14082,-0.07812,-0.09375
0.14082,-0.57812,-0.25000
0.14082,-0.51562,-0.15625
0.14082,-1.54688,-0.59375
0.14082,-1.07812,-0.65625
0.14082,-0.17188,-0.18750
0.14082,-0.64062,-0.21875
0.14082,-0.01562,-0.09375
0.14082,-0.95312,-0.46875
0.14082,-0.14062,0.06250
0.14082,-0.51562,-0.31250
0.14082,-0.10938,0.06250
0.14082,-0.76562,0.34375
0.14082,-0.73438,-0.43750
0.14082,-0.39062,0.34375
0.14082,-0.39062,0.00000
0.14082,-0.85938,0.31250
0.14082,-0.89062,-0.34375
0.14082,-0.17188,-0.12500
0.14082,-0.79688,0.25000
0.14082,-0.98438,0.37500
0.14082,-1.10938,-0.43750
0.14082,-0.70312,-0.37500
0.14082,-0.98438,0.59375
0.14082,-0.98438,0.37500
0.14082,-1.17188,0.37500
0.14082,-0.32812,0.28125
0.14082,-0.64062,-0.15625
0.14082,-0.51562,0.06250
0.14082,-0.07812,-0.15625
0.14082,-0.92188,0.37500
0.14082,-0.60938,0.31250
0.14082,-0.98438,0.37500
0.14082,-1.04688,-0.50000
0.14082,-0.35938,0.09375
0.14082,-0.67188,-0.28125
0.14082,-0.76562,-0.28125
0.14082,-0.60938,-0.25000
0.14082,-0.04688,0.00000
0.14082,-0.35938,-0.28125
0.14082,-0.23438,-0.03125
0.14082,-0.39062,0.18750
0.14082,-0.57812,0.21875
0.15102,-0.73438,-0.34375
0.14082,-1.48438,0.56250
0.15102,-0.48438,0.18750
0.15102,-0.79688,-0.37500
0.15102,-0.42188,0.15625
0.15102,0.10938,-0.03125
0.15102,-0.51562,-0.15625
0.15102,-0.73438,-0.25000
0.15102,-0.82812,-0.37500
0.15102,-0.45312,-0.06250
0.15102,-0.64062,0.21875
0.15102,-0.85938,-0.34375
0.15102,-0.17188,-0.12500
0.15102,-0.92188,-0.40625
0.15102,-1.17188,-0.50000
0.15102,-1.45312,0.50000
0.15102,-1.04688,-0.50000
0.15102,-1.07812,0.37500
0.15102,-0.57812,0.25000
0.15102,-0.51562,0.28125
0.15102,-0.51562,-0.09375
0.15102,-0.51562,-0.25000
0.15102,-0.23438,-0.21875
0.15102,-0.23438,-0.12500
0.15102,-0.23438,-0.12500
0.15102,-0.51562,0.12500
0.15102,-1.76562,-0.65625
0.15102,-1.10938,0.50000
0.15102,-1.54688,-0.59375
0.15102,-0.14062,-0.06250
0.15102,-0.92188,0.43750
0.15102,-0.70312,0.25000
0.15102,-1.29688,0.56250
0.15102,-0.95312,-0.37500
0.15102,-0.45312,-0.34375
0.15102,-0.67188,-0.28125
0.15102,-0.67188,0.25000
0.15102,-0.57812,-0.21875
0.15102,-1.70312,0.65625
0.15102,-1.57812,0.59375
0.15102,-0.10938,-0.12500
0.15102,-1.82812,0.68750
0.15102,-0.64062,-0.31250
0.15102,-1.01562,-0.34375
0.15102,-0.23438,-0.12500
0.15102,-0.29688,-0.25000
0.15102,-0.64062,-0.28125
0.15102,-0.64062,-0.28125
0.15102,-0.26562,0.09375
0.15102,-0.73438,-0.31250
0.15102,-1.76562,0.68750
0.15102,-1.01562,-0.40625
0.15102,-0.45312,0.21875
0.15102,-0.57812,-0.31250
0.15102,-1.04688,-0.50000
0.15102,-0.04688,0.03125
0.15102,-1.29688,-0.46875
0.15102,-0.73438,-0.34375
0.15102,-0.89062,0.37500
0.15102,0.01562,-0.28125
0.15102,-0.51562,0.09375
0.15102,-0.67188,-0.31250
0.15102,-0.95312,0.37500
0.15102,-0.45312,-0.18750
0.15102,-1.29688,0.53125
0.15102,-1.04688,0.46875
0.15102,-0.54688,0.28125
0.15102,-0.35938,-0.03125
0.15102,-0.54688,-0.21875
0.15102,-0.92188,-0.34375
0.15102,-1.04688,-0.37500
0.15102,-0.60938,0.03125
0.15102,-0.57812,-0.37500
0.15102,-1.32812,0.46875
0.15102,-0.89062,-0.34375
0.15102,-1.17188,0.50000
0.15102,-0.89062,0.37500
0.15102,-1.51562,-0.50000
0.15102,-0.01562,0.09375
0.15102,-0.76562,-0.31250
0.15102,-0.26562,-0.25000
0.15102,-0.89062,0.21875
0.15102,-0.45312,-0.09375
0.15102,-0.76562,-0.18750
0.15102,-0.92188,0.40625
0.15102,-0.76562,-0.37500
0.15102,-0.26562,-0.09375
0.15102,-1.26562,0.56250
0.15102,-0.57812,-0.28125
0.15102,-0.76562,0.37500
0.15102,-1.14062,-0.40625
0.15102,-0.89062,0.37500
0.15102,-0.39062,-0.21875
0.15102,-1.07812,-0.40625
0.15102,-1.39062,-0.59375
0.15102,-0.29688,0.15625
0.15102,-0.32812,-0.12500
0.15102,-0.54688,0.18750
0.15102,-0.35938,0.12500
0.15102,-0.73438,-0.21875
0.15102,-0.67188,0.34375
0.16122,-0.35938,0.28125
0.16122,-0.85938,0.31250
0.16122,-0.89062,0.40625
0.16122,-0.32812,0.03125
0.16122,-0.42188,0.12500
0.16122,-0.82812,-0.34375
0.16122,-1.04688,0.46875
0.16122,-0.98438,-0.46875
0.16122,-0.54688,-0.21875
0.16122,-0.42188,0.03125
0.16122,-1.32812,0.46875
0.16122,-0.48438,-0.15625
0.16122,-1.17188,0.46875
0.16122,-0.89062,0.37500
0.16122,-1.23438,0.56250
0.16122,-1.42188,-0.46875
0.16122,-0.20312,-0.21875
0.16122,-0.85938,-0.40625
0.16122,-0.57812,-0.31250
0.16122,-0.73438,-0.34375
0.16122,-2.10938,0.75000
0.16122,-1.14062,-0.43750
0.16122,-0.26562,0.09375
0.16122,-0.39062,-0.21875
0.16122,-0.42188,0.06250
0.16122,-1.20312,-0.46875
0.16122,-0.32812,0.00000
0.16122,-0.45312,0.25000
0.16122,-0.89062,-0.50000
0.16122,-1.67188,0.65625
0.16122,-0.60938,0.28125
0.16122,-1.01562,0.34375
0.16122,-1.04688,-0.53125
0.16122,-1.39062,0.56250
0.16122,-1.26562,0.53125
0.16122,-0.07812,-0.06250
0.16122,-0.85938,-0.37500
0.16122,-1.39062,0.50000
0.16122,-1.32812,-0.50000
0.16122,-0.10938,-0.03125
0.16122,-0.26562,0.09375
0.16122,-0.26562,-0.28125
0.16122,-0.95312,0.25000
0.16122,-0.89062,0.37500
0.16122,-1.10938,0.43750
0.16122,-0.76562,-0.34375
0.16122,-1.29688,0.43750
0.16122,-0.85938,-0.40625
0.16122,-0.10938,0.00000
0.16122,-0.95312,-0.31250
0.16122,-0.57812,0.15625
0.16122,-0.20312,-0.12500
0.16122,-1.10938,-0.40625
0.16122,-1.57812,-0.59375
0.16122,-0.76562,0.50000
0.16122,-0.10938,-0.15625
0.16122,-0.76562,0.34375
0.16122,-1.04688,0.46875
0.16122,-0.89062,-0.37500
0.16122,-0.98438,0.40625
0.16122,-0.54688,0.25000
0.16122,-0.57812,0.18750
0.16122,-0.73438,-0.06250
0.16122,-0.64062,-0.18750
0.16122,-0.32812,0.06250
0.16122,-0.67188,-0.34375
0.16122,-0.79688,-0.25000
0.16122,-1.35938,-0.59375
0.16122,-0.35938,0.06250
0.16122,-1.17188,-0.50000
0.16122,-0.35938,-0.21875
0.16122,-1.01562,-0.50000
0.16122,-0.95312,-0.40625
0.16122,-1.54688,0.56250
0.16122,-0.39062,0.21875
0.16122,-1.20312,-0.50000
0.16122,-0.45312,0.31250
0.16122,-1.10938,0.50000
0.16122,-0.45312,0.18750
0.16122,-0.85938,0.28125
0.16122,-0.60938,-0.25000
0.16122,-0.67188,0.25000
0.16122,-0.70312,0.31250
0.16122,-0.95312,-0.43750
0.16122,-0.39062,-0.12500
0.16122,-0.51562,0.21875
0.16122,-1.45312,0.59375
0.16122,-1.10938,-0.50000
0.16122,-1.04688,0.53125
0.16122,-0.51562,0.15625
0.16122,-1.01562,0.43750
0.16122,-0.26562,0.03125
0.16122,-0.67188,0.31250
0.16122,-0.54688,0.25000
0.16122,-0.35938,-0.28125
0.16122,-1.07812,-0.40625
0.16122,-0.98438,-0.46875
0.16122,-1.64062,0.56250
0.16122,-1.14062,-0.50000
0.17143,-1.10938,-0.46875
0.17143,-0.35938,0.06250
0.17143,-0.48438,-0.25000
0.17143,-1.35938,0.56250
0.17143,-0.54688,0.21875
0.16122,-1.57812,-0.62500
0.17143,-0.45312,-0.18750
0.17143,-1.07812,-0.28125
0.17143,-0.10938,0.12500
0.17143,-1.35938,-0.50000
0.17143,-1.01562,-0.46875
0.17143,-0.48438,-0.21875
0.17143,-1.10938,0.50000
0.17143,-1.64062,0.56250
0.17143,-0.42188,-0.28125
0.17143,-1.01562,-0.46875
0.17143,-0.85938,-0.40625
0.17143,-0.64062,0.15625
0.17143,-2.04688,-0.75000
0.17143,-0.89062,0.43750
0.17143,-0.23438,0.09375
0.17143,-0.98438,0.37500
0.17143,-1.23438,-0.53125
0.17143,-0.57812,0.09375
0.17143,-1.45312,-0.59375
0.17143,-1.64062,0.65625
0.17143,-0.98438,-0.46875
0.17143,-0.29688,0.09375
0.17143,-0.51562,-0.40625
0.17143,-1.39062,0.59375
0.17143,-1.85938,-0.71875
0.17143,-0.64062,-0.28125
0.17143,-1.51562,0.53125
0.17143,-0.23438,-0.03125
0.17143,-0.95312,-0.40625
0.17143,-0.76562,-0.21875
0.17143,-1.70312,-0.65625
0.17143,-0.76562,0.37500
0.17143,-1.23438,-0.46875
0.17143,-0.39062,0.18750
0.17143,-1.04688,0.46875
0.17143,-0.54688,-0.28125
0.17143,-1.48438,0.62500
0.17143,-2.01562,0.75000
0.17143,-1.26562,0.50000
0.17143,-0.42188,0.21875
0.17143,-1.14062,-0.59375
0.17143,-0.57812,0.28125
0.17143,-1.67188,0.62500
0.17143,-0.57812,-0.25000
0.17143,-1.32812,-0.59375
0.17143,-1.14062,0.37500
0.17143,-1.04688,0.50000
0.17143,-0.76562,-0.34375
0.17143,-1.01562,-0.31250
0.17143,-0.73438,-0.34375
0.17143,-0.95312,-0.46875
0.17143,-0.73438,-0.37500
0.17143,-0.89062,-0.34375
0.17143,-0.82812,-0.28125
0.17143,-0.92188,0.34375
0.17143,-0.39062,0.15625
0.17143,-0.35938,-0.06250
0.17143,-0.45312,0.00000
0.17143,-1.04688,-0.37500
0.17143,-0.48438,0.15625
0.17143,-1.35938,0.46875
0.17143,-1.01562,-0.46875
0.17143,-1.45312,0.56250
0.17143,-1.42188,0.56250
0.17143,-0.57812,0.06250
0.17143,-1.70312,-0.65625
0.17143,-1.07812,-0.43750
0.17143,-0.89062,0.34375
0.17143,-1.20312,-0.53125
0.17143,-1.20312,-0.40625
0.17143,-0.51562,-0.28125
0.17143,-1.29688,-0.50000
0.17143,-0.23438,0.00000
0.17143,-1.20312,0.37500
0.17143,-1.14062,0.53125
0.17143,-1.23438,0.43750
0.17143,-0.35938,0.15625
0.17143,-1.20312,0.50000
0.17143,-2.01562,0.71875
0.17143,-1.32812,0.56250
0.17143,-0.95312,-0.43750
0.17143,-0.95312,-0.34375
0.17143,-0.45312,0.25000
0.17143,-1.01562,0.34375
0.17143,-0.23438,-0.03125
0.17143,-1.26562,0.50000
0.17143,-1.23438,0.53125
0.17143,-1.14062,-0.53125
0.17143,-0.89062,-0.34375
0.17143,-1.54688,0.46875
0.17143,-0.60938,0.06250
0.17143,-1.51562,-0.50000
0.17143,-1.20312,-0.34375
0.17143,-1.01562,0.43750
0.18163,-1.14062,0.53125
0.17143,-1.29688,0.56250
0.18163,-1.01562,-0.43750
0.18163,-0.85938,0.40625
0.18163,-0.92188,-0.40625
0.18163,-0.48438,0.15625
0.18163,-0.98438,0.46875
0.18163,-0.82812,-0.25000
0.18163,-1.92188,-0.68750
0.18163,-1.39062,-0.56250
0.18163,-0.92188,-0.34375
0.18163,-1.26562,0.50000
0.18163,-1.57812,0.59375
0.18163,-0.92188,0.40625
0.18163,-1.04688,-0.46875
0.18163,-1.32812,-0.46875
0.18163,-1.17188,0.40625
0.18163,-1.42188,0.50000
0.18163,-0.76562,-0.28125
0.18163,-1.14062,-0.46875
0.18163,-0.89062,-0.40625
0.18163,-0.70312,-0.31250
0.18163,-1.01562,-0.40625
0.18163,-1.14062,-0.43750
0.18163,-1.17188,-0.40625
0.18163,-0.67188,-0.34375
0.18163,-0.89062,-0.46875
0.18163,-0.57812,0.37500
0.18163,-0.98438,0.40625
0.18163,-0.73438,0.31250
0.18163,-0.45312,-0.06250
0.18163,-0.67188,-0.28125
0.18163,-1.07812,0.46875
0.18163,-0.82812,-0.40625
0.18163,-1.20312,0.43750
0.18163,-0.32812,0.00000
0.18163,-1.39062,0.56250
0.18163,-0.85938,-0.40625
0.18163,-0.26562,0.09375
0.18163,-0.73438,0.12500
0.18163,-1.42188,0.56250
0.18163,-1.85938,0.68750
0.18163,-1.45312,0.56250
0.18163,-0.57812,0.15625
0.18163,-1.54688,-0.59375
0.18163,-1.01562,-0.46875
0.18163,-0.79688,0.31250
0.18163,-0.76562,0.12500
0.18163,-0.89062,0.40625
0.18163,-1.17188,0.43750
